PARAGRAPH NUMBER	ENTITY TYPE	ENTITY	CO-OCCURRING NOUNS	CO-OCCURRING ADJECTIVES	CO-OCCURRING VERBS	VALENCE	AROUSAL	DOMINANCE	SENTENCE
1528	LOCATION	the forest	picture;room;wall;crystal;moment;supper;surprise;history	own;great;lovely	be;represent;cover;see;go;find	6.34315789474	4.05157894737	5.71578947368	After supper they went into another lovely room, where the crystal walls were covered with pictures, and the Princess saw with great surprise that her own history was represented, even down to the moment when Percinet found her in the forest.
1529	PERSON	Prince	picture;painter	last;diligent	be;say;point	5.9875	3.985	5.8725	"Your painters must indeed be diligent," she said, pointing out the last picture to the Prince.
1531	PERSON	Princess	courier;percinet		say;find;send;offer	6.38285714286	4.12428571429	6.05857142857	Percinet at first offered to send his courier to find out, but the Princess said:
1533	PERSON	Percinet			say;see	6.01333333333	3.95	6.25666666667	"Very well," said Percinet, "you shall see for yourself."
1534	LOCATION	the castle	top;tower;rest	high;rock-crystal	go;be;build	6.256	4.037	5.82	So up they went together to the top of a very high tower, which, like the rest of the castle, was built entirely of rock-crystal.
1536	PERSON	Princess	death	sorry;pretended	cry;be;see;drink;eat	5.29666666667	4.73888888889	5.13333333333	When the Princess saw that the King was so sorry for her pretended death that he could neither eat nor drink, she cried:
1536	PERSON	the King	death	sorry;pretended	cry;be;see;drink;eat	5.29666666667	4.73888888889	5.13333333333	When the Princess saw that the King was so sorry for her pretended death that he could neither eat nor drink, she cried:
1539	PERSON	Princess	fairy;regret;palace	happy	do;love;regret;be;leave;say;have;foresee;fear	5.5625	4.587	5.6875	"You may not regret me, Princess," he said sadly, "for I fear that you do not love me well enough; but I foresee that you will more than once regret that you left this fairy palace where we have been so happy."
1540	PERSON	Graciosa	noise;yard;splinter;crystal;spray;fountain	tremendous	fly;look;make;see;have;go;vanish	5.57636363636	4.28727272727	5.50045454545	But they had hardly gone twenty yards when a tremendous noise behind her made Graciosa look back, and she saw the palace of crystal fly into a million splinters, like the spray of a fountain, and vanish.
1540	LOCATION	the palace	noise;yard;splinter;crystal;spray;fountain	tremendous	fly;look;make;see;have;go;vanish	5.57636363636	4.28727272727	5.50045454545	But they had hardly gone twenty yards when a tremendous noise behind her made Graciosa look back, and she saw the palace of crystal fly into a million splinters, like the spray of a fountain, and vanish.
1541	LOCATION	The palace			go;be	6.2	4.32	5.41	The palace is gone."
1543	PERSON	Graciosa	voice	coaxing;angry;more	pity;be;say	5.284	4.167	5.373	"Now you are angry with me," said Graciosa in her most coaxing voice, "though after all I am more to be pitied than you are."
1544	PERSON	Graciosa	aid;plight;palace	miserable;sure	do;regret;be;feel;vex;leave;call;expect;have;come;think	5.57647058824	4.14058823529	5.64176470588	In this miserable plight Graciosa did indeed regret the fairy palace, and she would have called Percinet to her aid, only she felt sure he was still vexed with her for leaving him, and thought that she could not expect him to come.
1544	PERSON	the fairy	aid;plight;palace	miserable;sure	do;regret;be;feel;vex;leave;call;expect;have;come;think	5.57647058824	4.14058823529	5.64176470588	In this miserable plight Graciosa did indeed regret the fairy palace, and she would have called Percinet to her aid, only she felt sure he was still vexed with her for leaving him, and thought that she could not expect him to come.
1544	PERSON	Percinet	aid;plight;palace	miserable;sure	do;regret;be;feel;vex;leave;call;expect;have;come;think	5.57647058824	4.14058823529	5.64176470588	In this miserable plight Graciosa did indeed regret the fairy palace, and she would have called Percinet to her aid, only she felt sure he was still vexed with her for leaving him, and thought that she could not expect him to come.
1545	PERSON	Queen		malicious;old	say;send;have	5.21125	4.4875	5.62	Meanwhile the Queen had sent for an old Fairy, as malicious as herself, and said to her:
1545	PERSON	Fairy		malicious;old	say;send;have	5.21125	4.4875	5.62	Meanwhile the Queen had sent for an old Fairy, as malicious as herself, and said to her:
1547	PERSON	Queen			say;send	6.20333333333	4.30333333333	6.28666666667	The Queen sent for Graciosa, and said to her:
1547	PERSON	Graciosa			say;send	6.20333333333	4.30333333333	6.28666666667	The Queen sent for Graciosa, and said to her:
1548	LOCATION	the door	key		leave;lock;say	5.37166666667	3.73	5.79333333333	So saying she left her, locking the door behind her with three keys.
1549	LOCATION	the floor	middle	last	cry;throw	4.7825	4.0375	5.045	At last she threw it into the middle of the floor, crying:
1551	PERSON	Percinet	possession;key	own	come;have	5.715	3.7575	5.97	And immediately in came Percinet as easily as if he had all the keys in his own possession.
1552	PERSON	Princess	service	kind	be;say	6.315	4.10625	5.82125	"Here I am, Princess, as much as ever at your service," said he, "though really you are not very kind to me."
1553	PERSON	Prince	wand;thread;sake;wound;manner;time;nothing;skein	broken;own;whole;surprising	be;join;do;wish;turn;stroke;ask;come	5.54523809524	3.93571428571	5.32142857143	Then he just stroked the skein with his wand, and all the broken threads joined themselves together, and the whole skein wound itself smoothly off in the most surprising manner, and the Prince, turning to Graciosa, asked if there was nothing else that she wished him to do for her, and if the time would never come when she would wish for him for his own sake.
1553	PERSON	Graciosa	wand;thread;sake;wound;manner;time;nothing;skein	broken;own;whole;surprising	be;join;do;wish;turn;stroke;ask;come	5.54523809524	3.93571428571	5.32142857143	Then he just stroked the skein with his wand, and all the broken threads joined themselves together, and the whole skein wound itself smoothly off in the most surprising manner, and the Prince, turning to Graciosa, asked if there was nothing else that she wished him to do for her, and if the time would never come when she would wish for him for his own sake.
1556	PERSON	Graciosa			say	5.91	4.43	6.88	said Graciosa.
1557	PERSON	Prince	confidence;word		leave;be;grieve;want	5.36857142857	4.42142857143	5.26428571429	The Prince was so grieved at this want of confidence that he left her without another word.
1558	PERSON	Queen	lock;time;key;sun;fairy;hurry	such;wicked	appoint;be;set;fit;punish;say;come;think	5.52714285714	4.22238095238	5.43714285714	The wicked Queen was in such a hurry to punish Graciosa that she thought the sun would never set; and indeed it was before the appointed time that she came with her four Fairies, and as she fitted the three keys into the locks she said:
1558	PERSON	Graciosa	lock;time;key;sun;fairy;hurry	such;wicked	appoint;be;set;fit;punish;say;come;think	5.52714285714	4.22238095238	5.43714285714	The wicked Queen was in such a hurry to punish Graciosa that she thought the sun would never set; and indeed it was before the appointed time that she came with her four Fairies, and as she fitted the three keys into the locks she said:
1563	PERSON	Graciosa	feather	impossible	be;set;work;take;have;find;know	5.59	3.67416666667	5.46583333333	Graciosa set to work at once, but before she had taken out a dozen feathers she found that it was perfectly impossible to know one from another.
1564	PERSON	Percinet			love;help;call;ask;come;wait	5.78076923077	4.2	5.77230769231	I cannot ask Percinet to help me again, for if he really loved me he would not wait till I called him, he would come without that."
1566	LOCATION	the room	wand;stroke;heap;feather;barrel;cloud	little;neat;separate	fly;settle;round;give	5.59375	3.81	5.24	Then he gave three strokes of his wand upon the barrel, and all the feathers flew out in a cloud and settled down in neat little separate heaps all round the room.
1568	PERSON	Queen	home;task;other	worse	be;scold;send;promise;go;think;terrify	5.7875	4.23666666667	5.74916666667	Then the Queen sent for the Fairy once more, and scolded her until she was fairly terrified, and promised to go home and think of another task for Graciosa, worse than either of the others.
1568	PERSON	Fairy	home;task;other	worse	be;scold;send;promise;go;think;terrify	5.7875	4.23666666667	5.74916666667	Then the Queen sent for the Fairy once more, and scolded her until she was fairly terrified, and promised to go home and think of another task for Graciosa, worse than either of the others.
1568	PERSON	Graciosa	home;task;other	worse	be;scold;send;promise;go;think;terrify	5.7875	4.23666666667	5.74916666667	Then the Queen sent for the Fairy once more, and scolded her until she was fairly terrified, and promised to go home and think of another task for Graciosa, worse than either of the others.
1570	PERSON	Queen			say;come	6.02333333333	4.35	6.28666666667	So the Queen came to Graciosa, and said:
1570	PERSON	Graciosa			say;come	6.02333333333	4.35	6.28666666667	So the Queen came to Graciosa, and said:
1575	LOCATION	the meadow	tree;peal;sprig;moss;laughter;round	elfin	pursue;dodge;scamper;flee;chase	5.95727272727	3.76272727273	5.77090909091	If she chased them in the meadow they fled into the wood, and if she pursued them into the wood they dodged round trees and behind sprigs of moss, and with peals of elfin laughter scampered back again into the meadow.
1575	LOCATION	the wood	tree;peal;sprig;moss;laughter;round	elfin	pursue;dodge;scamper;flee;chase	5.95727272727	3.76272727273	5.77090909091	If she chased them in the meadow they fled into the wood, and if she pursued them into the wood they dodged round trees and behind sprigs of moss, and with peals of elfin laughter scampered back again into the meadow.
1575	LOCATION	the wood	tree;peal;sprig;moss;laughter;round	elfin	pursue;dodge;scamper;flee;chase	5.95727272727	3.76272727273	5.77090909091	If she chased them in the meadow they fled into the wood, and if she pursued them into the wood they dodged round trees and behind sprigs of moss, and with peals of elfin laughter scampered back again into the meadow.
1575	LOCATION	the meadow	tree;peal;sprig;moss;laughter;round	elfin	pursue;dodge;scamper;flee;chase	5.95727272727	3.76272727273	5.77090909091	If she chased them in the meadow they fled into the wood, and if she pursued them into the wood they dodged round trees and behind sprigs of moss, and with peals of elfin laughter scampered back again into the meadow.
1577	PERSON	Princess	percinet	imprudent	do;come;help;care	6.21125	4.095	5.99	"Percinet, if you can still care for such an imprudent Princess, do come and help me once more."
1579	PERSON	Queen		wicked	say;fear;think	5.0725	4.88	5.28625	he said, "but for the wicked Queen I fear you would never think of me at all."
1581	PERSON	Percinet	box;chariot;wand;people;stroke;place	invisible;little;wilful	be;render;please;compel;take;come	5.70222222222	3.935	5.51444444444	Percinet was pleased at this, and with one stroke of his wand compelled all the wilful little people to come back to their places in the box, and then rendering the Princess invisible he took her with him in his chariot to the castle.
1581	PERSON	Princess	box;chariot;wand;people;stroke;place	invisible;little;wilful	be;render;please;compel;take;come	5.70222222222	3.935	5.51444444444	Percinet was pleased at this, and with one stroke of his wand compelled all the wilful little people to come back to their places in the box, and then rendering the Princess invisible he took her with him in his chariot to the castle.
